GAME_NAME,PLATFORM,PUBLISHER,YEAR_OF_RELEASE
Gold and Glory: The Road to El Dorado,PS,Ubisoft,2000
Choro Q Marine: Q Boat,PS,Takara,1998
NBA Live 07,X,Electronic Arts,2006
BattleBots: Beyond the BattleBox,GBA,Vivendi Games,2002
Operation Flashpoint: Dragon Rising,PC,Codemasters,2009
Yuugen Gaisha Brave Company,3DS,Namco Bandai Games,2011
The Saboteur,PC,Electronic Arts,2009
Dead Rising,PS4,Capcom,2016
Diva Girls: Divas on Ice,DS,505 Games,2009
Mighty Beanz: Pocket Puzzles,GBA,Majesco Entertainment,2004
Ken to Mahou to Gakuen Mono. 3D,3DS,Acquire,2011
Ride to Hell,X360,Deep Silver,2013
Dreamer Series: Babysitter,DS,Deep Silver,2009
Ghostbusters (2016),XOne,Activision,2016
The King of Fighters 96,NG,SNK,1996
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,Aksys Games,2015
Friends: The One with All the Trivia,PS2,Warner Bros. Interactive Entertainment,2005
Mame Goma 2: Uchi no Ko ga Ichiban!,DS,Creative Core,2008
Backyard NFL Football 08,PS2,Atari,2007
Gunbird,SAT,Atlus,1995
Dream C Club Portable,PSP,D3Publisher,2010
Hail to the Chimp,X360,Gamecock,2008
Warriors: Legends of Troy,X360,Tecmo Koei,2011
Elemental Gearbolt,PS,Sony Computer Entertainment,1997
Tom Clancys Rainbow Six 3,GC,Ubisoft,2004
New Prince of Tennis: Go to the Top,3DS,FuRyu,2015
WWF Wrestlemania: The Arcade Game,PS,Acclaim Entertainment,1995
Dungeon Explorer: Warriors of Ancient Arts,DS,Rising Star Games,2007
Cabelas Big Game Hunter 2005 Adventures,GBA,Activision,2004
Mega Man 8 Anniversary Collectors Edition,SAT,Capcom,1997
Titan Quest,PC,THQ,2006
V-Rally 3,PS2,Atari,2002
Whiplash,X,Eidos Interactive,2003
Gothic 3,PC,JoWood Productions,2006
Pro Yakyuu Famista 2011,3DS,Namco Bandai Games,2011
Impact Racing,PS,JVC,1996
Mirrors Edge,PC,Electronic Arts,2009
Space Chimps,DS,Brash Entertainment,2008
Amazing Island,GC,Sega,2004
Izuna 2: The Unemployed Ninja Returns,DS,Success,2007
SeaBlade,X,TDK Mediactive,2002
Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,Konami Digital Entertainment,2000
Carmen Sandiego: The Secret of the Stolen Drums,PS2,BAM! Entertainment,2004
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,Atlus,2010
Uta no Prince-Sama: Music 3,PSV,Broccoli,2016
Point Blank DS (US sales),DS,Atari,2006
Gal Gun: Double Peace,PSV,PQube,2015
Ski Region Simulator,PC,Excalibur Publishing,2011
Game of Thrones (Telltale),PS4,Telltale Games,2015
MotoGP 4 - Official Game of MotoGP,PS2,Sony Computer Entertainment,2005
Roogoo Twisted Towers,Wii,SouthPeak Games,2009
Kyoukai Senjou no Horizon Portable,PSP,Kadokawa Shoten,2013
History Great Empires: Rome,DS,Black Bean Games,2009
R.B.I. Baseball 2016,XOne,MLB.com,2016
Shining Force III: Scenario 2,SAT,Sega,1998
Luminous Arc Infinity,PSV,Marvel Entertainment,2015
Chuck E. Cheeses Playhouse,DS,UFO Interactive,2010
Worms World Party,GBA,Ubisoft,2002
Medabots: Metabee,GBA,Natsume,2002
Alvin and the Chipmunks,Wii,Eidos Interactive,2007
Final Fight: Streetwise,PS2,Capcom,2006
Speed Kings,X,Acclaim Entertainment,2003
SpongeBob SquarePants: Planktons Robotic Revenge,WiiU,Activision,2013
Rebelstar: Tactical Command,GBA,Atari,2005
Dungeon Keeper 2,PC,Electronic Arts,1999
Pucca Power Up,DS,Rising Star Games,2011
F1 2010,PC,Codemasters,2010
Gladiator: Sword of Vengeance,X,Acclaim Entertainment,2003
Samurai Warriors 4-II,PSV,Tecmo Koei,2015
Monster High: New Ghoul in School,3DS,Little Orbit,2015
Enemy Front,PS3,City Interactive,2014
Minna to Kimi no Piramekino!,DS,Namco Bandai Games,2010
Bombastic,PS2,Capcom,2002
Kid Fit Island Resort,Wii,Avanquest,2010
My Amusement Park,DS,Scholastic Inc.,2010
NHL Powerplay 98,PS,Virgin Interactive,1997
Chocolatier,DS,Zoo Games,2010
Olympic Soccer: Atlanta 1996,PS,U.S. Gold,1996
Samurai Dou Portable,PSP,Spike,2008
Coraline,Wii,D3Publisher,2009
Phantasy Star Online Episode I & II Plus,GC,Sega,2003
To Heart 2: Dungeon Travelers,PSV,Aqua Plus,2015
Major League Baseball 2K11,PSP,Take-Two Interactive,2011
Front Mission 2089: Border of Madness,DS,Square Enix,2008
Dual Hearts,PS2,Sony Computer Entertainment,2002
NFL Quarterback Club 2002,GC,Acclaim Entertainment,2001
Xiaolin Showdown,DS,Konami Digital Entertainment,2006
Wing Commander: Prophecy,GBA,"Destination Software, Inc",2003
Drivers Ed Portable,DS,JoWood Productions,2008
Marc Eckos Getting Up: Contents Under Pressure,PS2,Atari,2006
"Murder, She Wrote",PC,Focus Home Interactive,2009
Sega Soccer Slam,X,Sega,2002
Captain America: Super Soldier,Wii,Sega,2011
Deus Ex: Mankind Divided,PC,Square Enix,2016
Vertigo,Wii,Playlogic Game Factory,2009
Hakuouki: Reimeiroku,PS2,Idea Factory,2010
Resident Evil 6,XOne,Capcom,2016
Blood Omen 2,GC,Eidos Interactive,2002
GunPey,PSP,Atari,2006
Unsolved Crimes,DS,Empire Interactive,2008
The Lost Chronicles of Zerzura,PC,DTP Entertainment,2012
Air Conflicts: Aces of World War II,PSP,Graffiti,2009
Shin Sangoku Musou 5 Empires,PSP,Tecmo Koei,2010
BlowOut,X,Zoo Digital Publishing,2003
Carve,X,Global Star,2004
Front Mission Evolved,PC,Square Enix,2010
GachiTora! Abarenbou Kyoushi in High School,PSP,Spike,2011
McDROID,PSP,Namco Bandai Games,2011
Mega Minis Volume 3,PSP,Sony Computer Entertainment,2011
WTA Tour Tennis,PS2,Konami Digital Entertainment,2001
Bottom of the 9th 99,PS,Konami Digital Entertainment,1998
Kamen Rider: Battride War Genesis,PSV,Namco Bandai Games,2016
Dynasty Warriors 5,X,Tecmo Koei,2005
Famicom Mini: Dig Dug,GBA,Namco Bandai Games,2004
FIFA Soccer 2003,GBA,Electronic Arts,2002
Naval Ops: Commander,PS2,Tecmo Koei,2004
4 Elements,PC,Mastertronic,2009
Nobunagas Ambition: Sphere of Influence,PSV,Tecmo Koei,2014
Airline Tycoon 2,PC,Kalypso Media,2011
Virtual Villagers: A New Home,DS,PQube,2010
Activision Hits: Remixed,PSP,Activision,2006
Defendin De Penguin,Wii,Zushi Games,2008
Murdered: Soul Suspect,PC,Square Enix,2014
Psycho-Pass: Mandatory Happiness,PS4,Nippon Ichi Software,2016
Bleach: Blade Battlers,PS2,Sony Computer Entertainment,2006
Batman: A Telltale Game Series,X360,Telltale Games,2016
Rez,PS2,Sony Computer Entertainment,2001
MLB SlugFest 2006,X,Midway Games,2006
Goosebumps: The Game,3DS,WayForward Technologies,2015
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,Sega,2006
Lufia: The Ruins of Lore,GBA,Taito,2002
UEFA Euro 2004: Portugal,X,Electronic Arts,2004
PopStar Guitar,Wii,Midway Games,2008
Taito Legends Power Up,PSP,Destineer,2007
Shaman King: Soul Fight,GC,Namco Bandai Games,2003
Samurai Deeper Kyo,PS,Namco Bandai Games,2002
Petz Bunnyz Bunch,DS,Ubisoft,2011
Medabots: Infinity,GC,Ubisoft,2003
My Fitness Coach: Clu,Wii,Ubisoft,2011
Duke Nukem 3D: 20th Anniversary World Tour,PS4,Gearbox Software,2016
IL-2 Sturmovik: Cliffs of Dover,PC,Ubisoft,2011
Zapper: One Wicked Cricket!,X,Infogrames,2002
Jirou Akagawa: Majotachi no Nemuri,SNES,Pack-In-Video,1995
Bust-A-Bloc,PS2,Midas Interactive Entertainment,2002
Sitting Ducks,PS2,LSP Games,2003
Puyo Puyo 7,Wii,Sega,2009
Walt Disney Pictures Presents Enchanted,DS,Disney Interactive Studios,2007
NFL Blitz Pro,X,Midway Games,2003
Pretty Cure All Stars Everyone Gather ? Lets Dance!,Wii,Namco Bandai Games,2013
Mountain Bike Adrenaline,PS2,Unknown,2007
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,Namco Bandai Games,2013
Winning Post 8 ,PS3,Tecmo Koei,2014
Death Jr. II: Root of Evil,PSP,Konami Digital Entertainment,2006
Hi-Octane: The Track Fights Back!,PS,Electronic Arts,1995
Warhammer: The End Times - Vermintide,PS4,Games Workshop,2016
Black Sigil: Blade of the Exiled,DS,Graffiti,2009
Medal of Honor: Airborne,PC,Electronic Arts,2007
Wakeboarding Unleashed Featuring Shaun Murray,X,Activision,2003
Touch N Play Collection,DS,O-Games,2010
Doraemon 2: Nobita no Toizurando Daibouken,SNES,Epoch,1993
Samurai Champloo: Sidetracked,PS2,Namco Bandai Games,2006
Drill Dozer,GBA,Nintendo,2005
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,Takara Tomy,2007
Fatal Fury: Wild Ambition,PS,SNK Playmore,1999
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,Hudson Soft,2010
Mister Slime,DS,SouthPeak Games,2008
Learn Science,DS,DreamCatcher Interactive,2010
Dengeki Gakuen RPG: Cross of Venus,DS,ASCII Media Works,2009
Match 3 Madness,DS,Foreign Media Games,2010
Judge Dredd,PS,Gremlin Interactive Ltd,1997
Minna no Ennichi,3DS,Namco Bandai Games,2012
Domino Rally,Wii,Nordcurrent,2007
King Arthur,X,Konami Digital Entertainment,2004
Bass Rise,PS,Namco Bandai Games,1999
Dynamite Headdy,GEN,Sega,1993
Choujikuu Yousai Macross: Do You Remember Love,PS3,Namco Bandai Games,2012
Countdown: The Game,Wii,Mindscape,2009
Arcania: Gothic 4,PS4,Nordic Games,2015
Rockin Pretty,DS,Arc System Works,2009
Rhapsody: A Musical Adventure,DS,Nippon Ichi Software,2008
Persona 2: Eternal Punishment,PSP,Atlus,2012
Dragons Lair 3D: Return to the Lair,X,Ubisoft,2002
Growlanser: Heritage of War (jp sales),PS2,Rising Star Games,2006
Sled Shred featuring the Jamaican Bobsled Team,Wii,SouthPeak Games,2010
Myst IV: Revelation,X,Ubisoft,2005
Jake Power: Policeman,DS,Ubisoft,2008
Pachinko Wars II,SNES,Coconuts Japan,1993
The Nightmare of Druaga: Fushigino Dungeon,PS2,Arika,2004
WRC 5: FIA World Rally Championship,PS4,Bigben Interactive,2015
Animal Planet: Vet Collection,DS,Activision,2010
Lernerfolg Vorschule: Captn Sharky,DS,Tivola,2009
Virtua Striker 2002,GC,Sega,2002
UEFA Champions League 2006-2007,X360,Electronic Arts,2007
Fate/Unlimited Codes Portable,PSP,Capcom,2009
Centipede: Infestation,Wii,Atari,2011
Game no Kanzume Vol 2,SCD,Sega,1994
Aliens in the Attic,DS,Playlogic Game Factory,2009
Disney's PK: Out of the Shadows,GC,Ubisoft,2002
JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,Namco Bandai Games,2006
The Idolmaster 2,X360,Namco Bandai Games,2011
Hunted: The Demons Forge,PC,Bethesda Softworks,2011
Powerdrome,PS2,Evolved Games,2004
Dreamer Series: Puppy Trainer,DS,DreamCatcher Interactive,2008
SingStar Mallorca Party,PS3,Sony Computer Entertainment,2009
Pro Yakyuu Spirits 5 Kanzenban,PS2,Konami Digital Entertainment,2008
Shin Sangoku Musou 5 Special,PSP,Tecmo Koei,2009
Pony Friends: Mini Breeds Edition,DS,Eidos Interactive,2008
Major Minors Majestic March,Wii,Majesco Entertainment,2009
Otogi 2: Immortal Warriors,X,Sega,2003
Legend of Kay,PS2,JoWood Productions,2005
Lucha Libre AAA: Heroes del Ring,X360,Konami Digital Entertainment,2010
Piglets Big Game,GC,Gotham Games,2003
Tom Clancys HAWX 2,PC,Ubisoft,2010
Myth Makers: Orbs of Doom,Wii,Popcorn Arcade,2007
Fallout: Brotherhood of Steel,X,Avalon Interactive,2004
Koi to Senkyo to Chocolate Portable,PSP,Kadokawa Shoten,2012
Strawberry Shortcake: Strawberryland Games,DS,Game Factory,2006
IndyCar Series,X,Codemasters,2003
Sword Art Online: Game Directors Edition,PS4,Namco Bandai Games,2015
Ultra Bust-A-Move,X,505 Games,2004
Rally Fusion: Race of Champions,X,Activision,2002
Sherlock Holmes: Crimes & Punishments,X360,Focus Home Interactive,2014
Homefront: The Revolution,PC,Deep Silver,2016
Piglets Big Game,GBA,THQ,2003
Jewel Quest 5: The Sleepless Star,PC,Astragon,2011
Mortal Kombat X,PC,Warner Bros. Interactive Entertainment,2015
Pinball Hall of Fame: The Gottlieb Collection,GC,Crave Entertainment,2005
Ferrari F355 Challenge,PS2,Sony Computer Entertainment,2002
My Horse & Me: Riding for Gold,Wii,Atari,2008
Cities in Motion,PC,Paradox Interactive,2011
Mr Beans Wacky World of Wii,Wii,Blast! Entertainment Ltd,2009
Princess on Ice,DS,505 Games,2008
Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,Swing! Entertainment,1998
Samantha Swift and the Hidden Roses of Athena,DS,Unknown,2010
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,Hudson Soft,2010
Shifters,PS2,3DO,2002
RPG Tsukuru DS,DS,Enterbrain,2010
Venetica,PC,DTP Entertainment,2009
TNA iMPACT: Cross the Line,PSP,SouthPeak Games,2010
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,Sega,2008
Jewel Legends: Tree of Life,DS,Rising Star Games,2011
Kamen Rider: Dragon Knight,DS,D3Publisher,2009
The BIGS 2,DS,Take-Two Interactive,2009
Sacred 3,X360,Deep Silver,2014
Captain America: Super Soldier,DS,Sega,2011
Lagoon,SNES,Kemco,1991
DoDonPachi Resurrection,X360,Rising Star Games,2010
MorphX,X360,505 Games,2010
Trick x Logic: Season 1,PSP,Sony Computer Entertainment,2010
Mawashite Tsunageru Touch Panic,DS,Nintendo,2006
Monster! Bass Fishing,GBA,Ignition Entertainment,2003
Sigma Star Saga,GBA,Atari,2005
Winning Post 7 2010,PSP,Tecmo Koei,2010
Air Traffic Chaos,DS,Ertain,2007
Imagine Animal Doctor Care Center,DS,Ubisoft,2010
Batman: Gotham City Racer,PS,Ubisoft,2001
Sengoku Basara X,PS2,Capcom,2008
Imagine: Party Planner,DS,Ubisoft,2009
Doraemon: Nobita no Kyouryuu 2006 DS,DS,Sega,2006
Ontamarama,DS,Atlus,2007
DokiDoki Majo Shinpan!,DS,SNK Playmore,2007
Starry ? Sky: In Spring,PSP,Asgard,2010
Strike Force Bowling,X,Crave Entertainment,2004
Coraline,DS,D3Publisher,2009
Chessmaster,GBA,Ubisoft,2002
Blood Will Tell: Tezuka Osamus Dororo,PS2,Sega,2004
3DS Classic Collection,3DS,Sega,2016
Praetorians,PC,Eidos Interactive,2003
Red Ninja: End of Honor,PS2,Vivendi Games,2005
The Wolf Among Us,PSV,Telltale Games,2014
Kanuchi: Shiroki Tsubasa no Shou,PS2,Idea Factory,2008
SX Superstar,X,Acclaim Entertainment,2003
Katekyoo Hitman Reborn! Battle Arena,PSP,Marvelous Interactive,2008
Saint Seiya: The Hades,PS2,Namco Bandai Games,2006
Naruto Shippuuden: Shinobi Retsuden III,DS,Takara Tomy,2009
Saki Portable,PSP,Alchemist,2010
Outlaw Tennis,X,Global Star,2005
SPRay,Wii,Tecmo Koei,2008
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,FuRyu,2014
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,Namco Bandai Games,2013
Exist Archive: The Other Side of the Sky,PS4,Aksys Games,2015
Nike+ Kinect Training,X360,Microsoft Game Studios,2012
The History Channel: Great Battles - Medieval,PS3,Slitherine Software,2010
No Rules: Get Phat,GBA,TDK Mediactive,2001
Battle Rage,Wii,Popcorn Arcade,2008
Attack of the Movies 3D,X360,Majesco Entertainment,2010
Zombi Daisuki,DS,ChunSoft,2011
Igor: The Game,DS,Legacy Interactive,2008
SpongeBob: HeroPants,3DS,Activision,2015
Loading Human,PS4,FuRyu Corporation,2016
Legend of Kay Anniversary,PS4,Nordic Games,2015
Get Up and Dance,PS3,O-Games,2011
Sea Monsters: A Prehistoric Adventure,Wii,Zushi Games,2007
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,Marvelous Interactive,2006
Secret Files: Tunguska,PC,DreamCatcher Interactive,2006
The Monkey King: The Legend Begins,Wii,Starfish,2007
The Invincible Iron Man,GBA,Activision,2002
Casual Mania!,DS,Foreign Media Games,2010
Dance Dance Revolution Disney Mix,PS,Konami Digital Entertainment,2000
NASCAR 07,X,Electronic Arts,2006
Maken Shao: Demon Sword,PS2,Midas Interactive Entertainment,2001
Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,Sega,2017
Scaler,X,Global Star,2004
Super Robot Taisen OG Infinite Battle,PS3,Namco Bandai Games,2013
Monster High: New Ghoul in School,PS3,Little Orbit,2015
Lets Sing 2016,PS4,FuRyu Corporation,2015
Nobunagas Ambition: Sphere of Influence - Sengoku Risshiden,PS3,Tecmo Koei,2016
BeatMania IIDX 16: Empress + Premium Best,PS2,Konami Digital Entertainment,2009
Resident Evil 6,PC,Capcom,2012
Thrillville: Off the Rails,DS,LucasArts,2007
FIFA Soccer 2003 (weekly jp sales),PS2,Electronic Arts,2002
Emergency Room: Real Life Rescues,DS,505 Games,2009
High Heat Baseball 2002,PS,3DO,2001
Arcana Heart 3,PSV,Arc System Works,2014
Puyo Pop Fever,PSP,Ignition Entertainment,2004
Hana to Ikimo no Rittai Zukan,3DS,Nintendo,2011
Bloody Roar Extreme,X,Hudson Soft,2003
The Voice,PS3,Activision,2014
Split/Second,PC,Disney Interactive Studios,2010
Tennis Masters Series 2003,X,Microids,2002
Amagami,PSV,Kadokawa Games,2014
Dead Head Fred,PSP,D3Publisher,2007
MLB SlugFest 20-04,GC,Midway Games,2003
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,Sega,2005
Pocket Pool,PSP,Conspiracy Entertainment,2007
Lise no Atelier: Ordre no Renkinjutsushi,DS,Gust,2007
Myth Makers: Trixie in Toyland,Wii,Popcorn Arcade,2008
Torino 2006,X,Take-Two Interactive,2006
Amnesia,PSP,Idea Factory,2011
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,Nintendo,2006
Ride to Hell,PS3,Deep Silver,2013
Macross ? Scramble,PSV,Namco Bandai Games,2016
Need for Speed: ProStreet,PC,Electronic Arts,2007
Great Battle Full Blast,PSP,Namco Bandai Games,2012
Metal Slug 4 & 5,X,SNK Playmore,2005
NCIS,PC,Ubisoft,2011
Mark McMorris Infinite Air,XOne,FuRyu Corporation,2016
Digimon Rumble Arena 2,GC,Atari,2004
Doki Doki! PreCure Narikiri Life!,3DS,Namco Bandai Games,2013
Gravity Falls: Legend of the Gnome Gemulets,3DS,Ubisoft,2015
Major League Baseball 2K12,PC,Take-Two Interactive,2012
Watashi no Relaxuma,DS,Rocket Company,2007
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,Idea Factory,2015
Rugby Challenge 3,PS4,Alternative Software,2016
Phantom Kingdom Portable,PSP,Nippon Ichi Software,2011
My Hero Academia: Battle for All,3DS,Namco Bandai Games,2016
Pac-Man World Rally,PSP,Namco Bandai Games,2006
Challenge Me: Maths Workout,DS,Oxygen Interactive,2009
Way of the Samurai 2 Portable,PSP,Spike,2009
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,Namco Bandai Games,2008
Hellboy: The Science of Evil,PSP,Konami Digital Entertainment,2008
The Sims Deluxe,PC,Electronic Arts,2002
Mortimer Beckett and the Secrets of Spooky Manor,Wii,Avanquest,2008
Little Busters! Converted Edition,PSP,Prototype,2010
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,Happinet,2014
Unison: Rebels of Rhythm & Dance,PS2,Tecmo Koei,2000
Fashion Week Jr. Designer,DS,505 Games,2009
WTF: Work Time Fun,PSP,Sony Computer Entertainment,2005
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,Konami Digital Entertainment,2007
LEGO Indiana Jones: The Original Adventures,PC,LucasArts,2008
Corpse Party: Blood Covered - Repeated Fear,3DS,5p,2015
B.L.U.E.: Legend of Water,PS,Hudson Soft,1998
Dark Half,SNES,Enix Corporation,1996
Horses 3D,3DS,Ubisoft,2012
Sengoku Basara: Sanada Yukimura-Den,PS4,Capcom,2016
National Geographic Challenge!,PS3,Black Bean Games,2011
The Sims 2: Pets,PC,Electronic Arts,2006
Zoo Quest: Puzzle Fun!,DS,JoWood Productions,2008
Deadliest Warrior: Ancient Combat,X360,Cloud Imperium Games Corporation,2012
Riding Stables: The Whitakers present Milton and Friends,3DS,DTP Entertainment,2011
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,Konami Digital Entertainment,2008
Shukufuku no Campanella Portable,PSP,Kadokawa Shoten,2010
The Kore Gang,Wii,Flashpoint Games,2010
Atari Flashback Classics: Volume 2,XOne,Atari,2016
Duke Nukem Trilogy: Critical Mass,DS,Deep Silver,2011
Resident Evil: Revelations,PC,Capcom,2013
Port Royale 2,PC,Ascaron Entertainment GmbH,2004
Worms: WMD,PS4,Sold Out,2016
Yourself Fitness,PS2,responDESIGN,2005
Chaos;Head - Love Chu*Chu!,PSP,5p,2011
Company of Heroes: Tales of Valor,PC,THQ,2009
Dungeon Raiders,DS,Focus Home Interactive,2009
Prison Architect,PS4,Introversion Software,2016
Star Trek: Shattered Universe,X,Global Star,2004
12Riven: The Psi-Climinal of Integral,PS2,CyberFront,2008
Battle Spirits: Digital Starter,DS,Namco Bandai Games,2010
Mighty No. 9,WiiU,Deep Silver,2016
Farm Frenzy 3,PC,Alawar Entertainment,2009
Guilty Gear XX Accent Core,Wii,505 Games,2007
Devil May Cry 4,PC,Capcom,2008
Lionel Trains: On Track,DS,DSI Games,2006
WarJetz,PS2,3DO,2001
Breeding Stud 2,PS,Konami Digital Entertainment,1998
Banushi Life Game: Winners Circle,DS,Genki,2007
Catwoman,GBA,Electronic Arts,2004
Major League Baseball 2K8,PSP,Take-Two Interactive,2008
Atelier Sophie: The Alchemist of the Mysterious Book,PS3,Tecmo Koei,2015
Rebel Raiders: Operation Nighthawk,PS2,Kando Games,2006
Astrology DS,DS,Deep Silver,2009
Zenkoku Dekotora Matsuri,Wii,Jaleco,2008
Ukiyo no Shishi,PS3,Namco Bandai Games,2015
Genkai Tokki: Seven Pirates,PSV,Compile Heart,2016
Alienators: Evolution Continues,GBA,Activision,2001
Onechanbara Z Kagura,PS3,D3Publisher,2013
Pirates: Duels on the High Seas,DS,Oxygen Interactive,2008
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,Unknown,2010
Terraria,WiiU,505 Games,2016
Tour de France 2014,PS4,Focus Home Interactive,2014
Tomb Raider: Anniversary,PC,Eidos Interactive,2007
MX World Tour Featuring Jamie Little,X,Crave Entertainment,2005
Assault Suit Leynos,PS4,Rising Star Games,2016
The Night of the Rabbit,PC,Daedalic Entertainment,2013
Airship Q,PSV,Cygames,2015
Infamous: First Light,PS4,Sony Computer Entertainment,2014
Marines: Modern Urban Combat,Wii,O-Games,2010
